Product Type,Manufacturer name,Manufacturer shipping cost,Manufacturer shipping time,Manufacturer transport mode,Manufacturer routes ,Manufacturer destinations,Product ID,Manufacturer cost,Manufacturer defect rates
Laptop,Manufacturer 2,8.41,3,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5b45,400,0.1
Tablet,Manufacturer 1,6.98,12,rail,Route 12,Distributor 3,65046f7afc13ae03cdfd5b46,160,0.1
Phone,Manufacturer 3,6.62,1,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5b47,133,0.4
Laptop,Manufacturer 1,7.79,5,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5b48,470,0.8
Tablet,Manufacturer 3,6.11,12,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5b49,165,0.5
Phone,Manufacturer 3,9.71,11,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5b4a,133,0.4
Laptop,Manufacturer 1,6.09,4,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5b4b,470,0.8
Tablet,Manufacturer 1,9.36,8,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5b4c,160,0.1
Phone,Manufacturer 2,5.07,3,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5b4d,120,0.3
Laptop,Manufacturer 3,5.51,6,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5b4e,480,0.4
Tablet,Manufacturer 2,5.73,4,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5b4f,170,1.0
Phone,Manufacturer 3,5.34,7,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5b50,133,0.4
Laptop,Manufacturer 2,8.16,8,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5b51,400,0.1
Tablet,Manufacturer 3,5.7,7,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5b52,165,0.5
Phone,Manufacturer 1,6.31,4,air,Route 12,Distributor 2,65046f7afc13ae03cdfd5b53,100,0.6
Laptop,Manufacturer 1,7.44,2,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5b54,470,0.8
Tablet,Manufacturer 2,4.62,1,rail,Route 12,Distributor 3,65046f7afc13ae03cdfd5b55,170,1.0
Phone,Manufacturer 1,5.81,11,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5b56,100,0.6
Laptop,Manufacturer 1,6.88,2,sea,Route 16,Distributor 1,65046f7afc13ae03cdfd5b57,470,0.8
Tablet,Manufacturer 3,9.88,7,air,Route 13,Distributor 2,65046f7afc13ae03cdfd5b58,165,0.5
Phone,Manufacturer 1,8.33,6,road,Route 12,Distributor 3,65046f7afc13ae03cdfd5b59,100,0.6
Laptop,Manufacturer 2,3.18,12,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5b5a,400,0.1
Tablet,Manufacturer 2,3.46,7,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5b5b,170,1.0
Phone,Manufacturer 2,8.27,2,air,Route 12,Distributor 3,65046f7afc13ae03cdfd5b5c,120,0.3
Laptop,Manufacturer 3,4.16,1,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5b5d,480,0.4
Tablet,Manufacturer 3,7.64,4,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5b5e,165,0.5
Phone,Manufacturer 2,3.93,12,road,Route 11,Distributor 4,65046f7afc13ae03cdfd5b5f,120,0.3
Laptop,Manufacturer 2,7.31,2,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5b60,400,0.1
Tablet,Manufacturer 2,5.46,7,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5b61,170,1.0
Phone,Manufacturer 3,4.66,7,rail,Route 12,Distributor 2,65046f7afc13ae03cdfd5b62,133,0.4
Laptop,Manufacturer 3,3.25,4,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5b63,480,0.4
Tablet,Manufacturer 2,6.32,7,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5b64,170,1.0
Phone,Manufacturer 2,7.13,11,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5b65,120,0.3
Laptop,Manufacturer 1,7.58,8,air,Route 12,Distributor 4,65046f7afc13ae03cdfd5b66,470,0.8
Tablet,Manufacturer 2,10.0,9,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5b67,170,1.0
Phone,Manufacturer 3,4.92,1,rail,Route 12,Distributor 3,65046f7afc13ae03cdfd5b68,133,0.4
Laptop,Manufacturer 3,3.39,8,air,Route 16,Distributor 1,65046f7afc13ae03cdfd5b69,480,0.4
Tablet,Manufacturer 1,8.38,3,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5b6a,160,0.1
Phone,Manufacturer 1,7.68,8,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5b6b,100,0.6
Laptop,Manufacturer 3,6.94,12,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5b6c,480,0.4
Tablet,Manufacturer 3,8.41,7,air,Route 13,Distributor 3,65046f7afc13ae03cdfd5b6d,165,0.5
Phone,Manufacturer 2,7.37,7,air,Route 16,Distributor 3,65046f7afc13ae03cdfd5b6e,120,0.3
Laptop,Manufacturer 2,8.94,6,air,Route 13,Distributor 2,65046f7afc13ae03cdfd5b6f,400,0.1
Tablet,Manufacturer 1,5.66,2,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5b70,160,0.1
Phone,Manufacturer 3,6.1,7,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5b71,133,0.4
Laptop,Manufacturer 1,7.16,7,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5b72,470,0.8
Tablet,Manufacturer 1,9.52,12,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5b73,160,0.1
Phone,Manufacturer 2,8.74,2,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5b74,120,0.3
Laptop,Manufacturer 3,7.03,6,rail,Route 12,Distributor 1,65046f7afc13ae03cdfd5b75,480,0.4
Tablet,Manufacturer 2,9.47,8,rail,Route 12,Distributor 3,65046f7afc13ae03cdfd5b76,170,1.0
Phone,Manufacturer 2,9.84,5,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5b77,120,0.3
Laptop,Manufacturer 1,9.73,5,air,Route 11,Distributor 3,65046f7afc13ae03cdfd5b78,470,0.8
Tablet,Manufacturer 3,6.18,5,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5b79,165,0.5
Phone,Manufacturer 2,5.35,10,air,Route 16,Distributor 1,65046f7afc13ae03cdfd5b7a,120,0.3
Laptop,Manufacturer 1,3.67,2,air,Route 16,Distributor 1,65046f7afc13ae03cdfd5b7b,470,0.8
Tablet,Manufacturer 3,6.47,3,air,Route 16,Distributor 4,65046f7afc13ae03cdfd5b7c,165,0.5
Phone,Manufacturer 1,5.9,10,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5b7d,100,0.6
Laptop,Manufacturer 1,5.9,2,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5b7e,470,0.8
Tablet,Manufacturer 2,9.66,5,road,Route 11,Distributor 4,65046f7afc13ae03cdfd5b7f,170,1.0
Phone,Manufacturer 1,6.79,9,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5b80,100,0.6
Laptop,Manufacturer 1,6.31,9,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5b81,470,0.8
Tablet,Manufacturer 3,5.73,8,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5b82,165,0.5
Phone,Manufacturer 1,9.18,7,road,Route 12,Distributor 3,65046f7afc13ae03cdfd5b83,100,0.6
Laptop,Manufacturer 2,9.11,9,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5b84,400,0.1
Tablet,Manufacturer 3,6.38,8,rail,Route 15,Distributor 1,65046f7afc13ae03cdfd5b85,165,0.5
Phone,Manufacturer 1,7.74,9,air,Route 11,Distributor 3,65046f7afc13ae03cdfd5b86,100,0.6
Laptop,Manufacturer 2,4.0,5,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5b87,400,0.1
Tablet,Manufacturer 3,4.14,8,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5b88,165,0.5
Phone,Manufacturer 2,7.26,7,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5b89,120,0.3
Laptop,Manufacturer 3,5.36,8,air,Route 11,Distributor 3,65046f7afc13ae03cdfd5b8a,480,0.4
Tablet,Manufacturer 3,4.26,4,air,Route 16,Distributor 3,65046f7afc13ae03cdfd5b8b,165,0.5
Phone,Manufacturer 1,6.92,2,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5b8c,100,0.6
Laptop,Manufacturer 3,4.12,3,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5b8d,480,0.4
Tablet,Manufacturer 2,8.44,1,air,Route 16,Distributor 2,65046f7afc13ae03cdfd5b8e,170,1.0
Phone,Manufacturer 2,7.82,12,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5b8f,120,0.3
Laptop,Manufacturer 1,9.08,7,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5b90,470,0.8
Tablet,Manufacturer 1,4.22,1,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5b91,160,0.1
Phone,Manufacturer 1,7.58,6,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5b92,100,0.6
Laptop,Manufacturer 1,5.95,4,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5b93,470,0.8
Tablet,Manufacturer 3,8.55,4,air,Route 16,Distributor 2,65046f7afc13ae03cdfd5b94,165,0.5
Phone,Manufacturer 1,3.86,7,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5b95,100,0.6
Laptop,Manufacturer 1,3.05,12,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5b96,470,0.8
Tablet,Manufacturer 3,5.81,10,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5b97,165,0.5
Phone,Manufacturer 2,5.08,7,air,Route 16,Distributor 4,65046f7afc13ae03cdfd5b98,120,0.3
Laptop,Manufacturer 2,8.96,9,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5b99,400,0.1
Tablet,Manufacturer 3,9.13,11,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5b9a,165,0.5
Phone,Manufacturer 3,8.53,8,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5b9b,133,0.4
Laptop,Manufacturer 3,4.98,5,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5b9c,480,0.4
Tablet,Manufacturer 2,9.61,9,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5b9d,170,1.0
Phone,Manufacturer 1,9.27,1,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5b9e,100,0.6
Laptop,Manufacturer 3,3.02,3,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5b9f,480,0.4
Tablet,Manufacturer 1,7.22,6,air,Route 11,Distributor 3,65046f7afc13ae03cdfd5ba0,160,0.1
Phone,Manufacturer 3,5.75,4,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5ba1,133,0.4
Laptop,Manufacturer 2,8.65,6,air,Route 12,Distributor 4,65046f7afc13ae03cdfd5ba2,400,0.1
Tablet,Manufacturer 3,9.31,8,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5ba3,165,0.5
Phone,Manufacturer 3,6.57,2,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5ba4,133,0.4
Laptop,Manufacturer 1,5.41,4,air,Route 13,Distributor 3,65046f7afc13ae03cdfd5ba5,470,0.8
Tablet,Manufacturer 1,3.41,12,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5ba6,160,0.1
Phone,Manufacturer 1,7.81,3,air,Route 16,Distributor 3,65046f7afc13ae03cdfd5ba7,100,0.6
Laptop,Manufacturer 2,8.95,9,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5ba8,400,0.1
Tablet,Manufacturer 3,4.09,3,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5ba9,165,0.5
Phone,Manufacturer 3,5.44,5,air,Route 11,Distributor 2,65046f7afc13ae03cdfd5baa,133,0.4
Laptop,Manufacturer 3,3.55,4,road,Route 15,Distributor 1,65046f7afc13ae03cdfd5bab,480,0.4
Tablet,Manufacturer 1,8.74,4,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5bac,160,0.1
Phone,Manufacturer 3,8.83,2,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5bad,133,0.4
Laptop,Manufacturer 3,8.54,9,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5bae,480,0.4
Tablet,Manufacturer 1,9.27,3,rail,Route 11,Distributor 3,65046f7afc13ae03cdfd5baf,160,0.1
Phone,Manufacturer 1,5.12,8,rail,Route 12,Distributor 2,65046f7afc13ae03cdfd5bb0,100,0.6
Laptop,Manufacturer 1,5.9,4,rail,Route 12,Distributor 2,65046f7afc13ae03cdfd5bb1,470,0.8
Tablet,Manufacturer 3,3.34,6,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5bb2,165,0.5
Phone,Manufacturer 3,4.27,5,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5bb3,133,0.4
Laptop,Manufacturer 1,6.08,11,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5bb4,470,0.8
Tablet,Manufacturer 1,7.4,5,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5bb5,160,0.1
Phone,Manufacturer 1,5.74,3,road,Route 12,Distributor 3,65046f7afc13ae03cdfd5bb6,100,0.6
Laptop,Manufacturer 1,8.46,11,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5bb7,470,0.8
Tablet,Manufacturer 1,4.47,4,rail,Route 15,Distributor 1,65046f7afc13ae03cdfd5bb8,160,0.1
Phone,Manufacturer 2,4.02,11,rail,Route 11,Distributor 3,65046f7afc13ae03cdfd5bb9,120,0.3
Laptop,Manufacturer 1,5.15,11,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5bba,470,0.8
Tablet,Manufacturer 1,3.21,3,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5bbb,160,0.1
Phone,Manufacturer 2,9.8,11,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5bbc,120,0.3
Laptop,Manufacturer 2,9.43,11,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5bbd,400,0.1
Tablet,Manufacturer 3,9.93,8,air,Route 13,Distributor 2,65046f7afc13ae03cdfd5bbe,165,0.5
Phone,Manufacturer 2,4.16,2,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5bbf,120,0.3
Laptop,Manufacturer 2,9.6,4,road,Route 12,Distributor 3,65046f7afc13ae03cdfd5bc0,400,0.1
Tablet,Manufacturer 3,8.16,11,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5bc1,165,0.5
Phone,Manufacturer 2,5.33,5,sea,Route 16,Distributor 4,65046f7afc13ae03cdfd5bc2,120,0.3
Laptop,Manufacturer 1,6.98,1,road,Route 12,Distributor 3,65046f7afc13ae03cdfd5bc3,470,0.8
Tablet,Manufacturer 3,4.35,6,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5bc4,165,0.5
Phone,Manufacturer 1,7.57,9,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5bc5,100,0.6
Laptop,Manufacturer 1,3.22,4,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5bc6,470,0.8
Tablet,Manufacturer 1,8.0,9,air,Route 12,Distributor 4,65046f7afc13ae03cdfd5bc7,160,0.1
Phone,Manufacturer 2,4.5,6,air,Route 16,Distributor 4,65046f7afc13ae03cdfd5bc8,120,0.3
Laptop,Manufacturer 3,4.62,7,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5bc9,480,0.4
Tablet,Manufacturer 1,4.05,1,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5bca,160,0.1
Phone,Manufacturer 2,7.85,7,road,Route 11,Distributor 3,65046f7afc13ae03cdfd5bcb,120,0.3
Laptop,Manufacturer 1,4.15,4,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5bcc,470,0.8
Tablet,Manufacturer 3,6.23,11,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5bcd,165,0.5
Phone,Manufacturer 1,6.95,7,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5bce,100,0.6
Laptop,Manufacturer 2,9.18,2,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5bcf,400,0.1
Tablet,Manufacturer 3,4.64,6,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5bd0,165,0.5
Phone,Manufacturer 3,9.88,12,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5bd1,133,0.4
Laptop,Manufacturer 1,6.35,11,air,Route 11,Distributor 4,65046f7afc13ae03cdfd5bd2,470,0.8
Tablet,Manufacturer 3,5.85,8,air,Route 16,Distributor 2,65046f7afc13ae03cdfd5bd3,165,0.5
Phone,Manufacturer 2,8.67,10,sea,Route 13,Distributor 3,65046f7afc13ae03cdfd5bd4,120,0.3
Laptop,Manufacturer 1,3.25,9,rail,Route 12,Distributor 2,65046f7afc13ae03cdfd5bd5,470,0.8
Tablet,Manufacturer 2,8.18,8,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5bd6,170,1.0
Phone,Manufacturer 3,8.4,9,air,Route 16,Distributor 4,65046f7afc13ae03cdfd5bd7,133,0.4
Laptop,Manufacturer 3,4.64,8,road,Route 11,Distributor 4,65046f7afc13ae03cdfd5bd8,480,0.4
Tablet,Manufacturer 1,9.99,2,air,Route 16,Distributor 1,65046f7afc13ae03cdfd5bd9,160,0.1
Phone,Manufacturer 1,8.87,11,road,Route 11,Distributor 3,65046f7afc13ae03cdfd5bda,100,0.6
Laptop,Manufacturer 2,7.28,9,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5bdb,400,0.1
Tablet,Manufacturer 3,5.57,2,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5bdc,165,0.5
Phone,Manufacturer 1,9.38,7,air,Route 12,Distributor 4,65046f7afc13ae03cdfd5bdd,100,0.6
Laptop,Manufacturer 3,3.46,1,air,Route 12,Distributor 4,65046f7afc13ae03cdfd5bde,480,0.4
Tablet,Manufacturer 1,7.73,1,rail,Route 12,Distributor 2,65046f7afc13ae03cdfd5bdf,160,0.1
Phone,Manufacturer 1,9.97,4,rail,Route 12,Distributor 2,65046f7afc13ae03cdfd5be0,100,0.6
Laptop,Manufacturer 3,9.32,5,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5be1,480,0.4
Tablet,Manufacturer 1,7.55,1,sea,Route 13,Distributor 3,65046f7afc13ae03cdfd5be2,160,0.1
Phone,Manufacturer 3,9.1,10,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5be3,133,0.4
Laptop,Manufacturer 3,5.16,11,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5be4,480,0.4
Tablet,Manufacturer 3,8.72,2,air,Route 12,Distributor 2,65046f7afc13ae03cdfd5be5,165,0.5
Phone,Manufacturer 3,5.03,12,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5be6,133,0.4
Laptop,Manufacturer 3,4.83,2,air,Route 16,Distributor 4,65046f7afc13ae03cdfd5be7,480,0.4
Tablet,Manufacturer 3,9.78,11,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5be8,165,0.5
Phone,Manufacturer 3,7.46,11,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5be9,133,0.4
Laptop,Manufacturer 3,5.34,8,air,Route 13,Distributor 4,65046f7afc13ae03cdfd5bea,480,0.4
Tablet,Manufacturer 3,7.85,2,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5beb,165,0.5
Phone,Manufacturer 2,5.19,2,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5bec,120,0.3
Laptop,Manufacturer 2,5.56,12,road,Route 11,Distributor 4,65046f7afc13ae03cdfd5bed,400,0.1
Tablet,Manufacturer 3,7.56,7,sea,Route 13,Distributor 3,65046f7afc13ae03cdfd5bee,165,0.5
Phone,Manufacturer 3,9.15,4,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5bef,133,0.4
Laptop,Manufacturer 1,6.48,4,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5bf0,470,0.8
Tablet,Manufacturer 1,9.18,7,sea,Route 13,Distributor 3,65046f7afc13ae03cdfd5bf1,160,0.1
Phone,Manufacturer 3,7.77,3,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5bf2,133,0.4
Laptop,Manufacturer 3,9.11,8,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5bf3,480,0.4
Tablet,Manufacturer 1,5.31,6,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5bf4,160,0.1
Phone,Manufacturer 3,5.58,4,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5bf5,133,0.4
Laptop,Manufacturer 3,5.18,3,road,Route 11,Distributor 4,65046f7afc13ae03cdfd5bf6,480,0.4
Tablet,Manufacturer 2,6.32,6,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5bf7,170,1.0
Phone,Manufacturer 3,8.22,5,rail,Route 15,Distributor 1,65046f7afc13ae03cdfd5bf8,133,0.4
Laptop,Manufacturer 3,7.36,8,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5bf9,480,0.4
Tablet,Manufacturer 3,8.55,6,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5bfa,165,0.5
Phone,Manufacturer 2,7.63,12,air,Route 16,Distributor 3,65046f7afc13ae03cdfd5bfb,120,0.3
Laptop,Manufacturer 1,6.38,3,sea,Route 16,Distributor 3,65046f7afc13ae03cdfd5bfc,470,0.8
Tablet,Manufacturer 1,8.37,10,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5bfd,160,0.1
Phone,Manufacturer 1,5.06,2,air,Route 12,Distributor 2,65046f7afc13ae03cdfd5bfe,100,0.6
Laptop,Manufacturer 3,6.95,12,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5bff,480,0.4
Tablet,Manufacturer 1,7.4,7,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5c00,160,0.1
Phone,Manufacturer 1,6.32,5,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5c01,100,0.6
Laptop,Manufacturer 3,7.41,11,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5c02,480,0.4
Tablet,Manufacturer 1,7.2,10,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5c03,160,0.1
Phone,Manufacturer 3,3.26,3,air,Route 13,Distributor 4,65046f7afc13ae03cdfd5c04,133,0.4
Laptop,Manufacturer 2,6.36,9,road,Route 11,Distributor 3,65046f7afc13ae03cdfd5c05,400,0.1
Tablet,Manufacturer 3,9.83,12,road,Route 11,Distributor 3,65046f7afc13ae03cdfd5c06,165,0.5
Phone,Manufacturer 3,9.27,5,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5c07,133,0.4
Laptop,Manufacturer 1,6.24,8,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5c08,470,0.8
Tablet,Manufacturer 3,4.89,7,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5c09,165,0.5
Phone,Manufacturer 1,4.91,10,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5c0a,100,0.6
Laptop,Manufacturer 2,4.6,8,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5c0b,400,0.1
Tablet,Manufacturer 1,6.71,3,sea,Route 16,Distributor 3,65046f7afc13ae03cdfd5c0c,160,0.1
Phone,Manufacturer 1,3.62,9,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5c0d,100,0.6
Laptop,Manufacturer 2,7.37,10,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5c0e,400,0.1
Tablet,Manufacturer 3,4.13,3,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5c0f,165,0.5
Phone,Manufacturer 2,7.87,5,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5c10,120,0.3
Laptop,Manufacturer 2,7.91,3,air,Route 11,Distributor 3,65046f7afc13ae03cdfd5c11,400,0.1
Tablet,Manufacturer 2,8.39,11,sea,Route 13,Distributor 3,65046f7afc13ae03cdfd5c12,170,1.0
Phone,Manufacturer 1,4.91,12,road,Route 12,Distributor 3,65046f7afc13ae03cdfd5c13,100,0.6
Laptop,Manufacturer 1,7.67,6,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5c14,470,0.8
Tablet,Manufacturer 2,9.41,5,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5c15,170,1.0
Phone,Manufacturer 2,4.15,1,air,Route 13,Distributor 1,65046f7afc13ae03cdfd5c16,120,0.3
Laptop,Manufacturer 3,5.62,9,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5c17,480,0.4
Tablet,Manufacturer 1,5.39,10,sea,Route 16,Distributor 1,65046f7afc13ae03cdfd5c18,160,0.1
Phone,Manufacturer 2,3.7,7,sea,Route 16,Distributor 4,65046f7afc13ae03cdfd5c19,120,0.3
Laptop,Manufacturer 1,8.93,6,rail,Route 15,Distributor 2,65046f7afc13ae03cdfd5c1a,470,0.8
Tablet,Manufacturer 3,6.04,8,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5c1b,165,0.5
Phone,Manufacturer 2,3.08,4,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5c1c,120,0.3
Laptop,Manufacturer 1,3.48,6,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5c1d,470,0.8
Tablet,Manufacturer 2,6.73,6,air,Route 13,Distributor 1,65046f7afc13ae03cdfd5c1e,170,1.0
Phone,Manufacturer 1,8.03,9,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5c1f,100,0.6
Laptop,Manufacturer 2,3.59,11,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5c20,400,0.1
Tablet,Manufacturer 1,8.8,12,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5c21,160,0.1
Phone,Manufacturer 3,8.6,2,sea,Route 16,Distributor 1,65046f7afc13ae03cdfd5c22,133,0.4
Laptop,Manufacturer 3,9.65,1,sea,Route 13,Distributor 3,65046f7afc13ae03cdfd5c23,480,0.4
Tablet,Manufacturer 1,7.4,8,air,Route 12,Distributor 3,65046f7afc13ae03cdfd5c24,160,0.1
Phone,Manufacturer 2,8.48,9,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5c25,120,0.3
Laptop,Manufacturer 3,7.9,3,rail,Route 12,Distributor 3,65046f7afc13ae03cdfd5c26,480,0.4
Tablet,Manufacturer 1,4.88,8,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5c27,160,0.1
Phone,Manufacturer 1,3.46,12,air,Route 16,Distributor 3,65046f7afc13ae03cdfd5c28,100,0.6
Laptop,Manufacturer 3,6.23,1,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5c29,480,0.4
Tablet,Manufacturer 3,3.63,5,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5c2a,165,0.5
Phone,Manufacturer 1,9.65,2,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5c2b,100,0.6
Laptop,Manufacturer 2,6.89,12,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5c2c,400,0.1
Tablet,Manufacturer 2,5.03,4,air,Route 13,Distributor 3,65046f7afc13ae03cdfd5c2d,170,1.0
Phone,Manufacturer 2,5.03,11,air,Route 16,Distributor 4,65046f7afc13ae03cdfd5c2e,120,0.3
Laptop,Manufacturer 2,6.67,3,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5c2f,400,0.1
Tablet,Manufacturer 2,5.83,9,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5c30,170,1.0
