Supplier name,Supplier stock ,Supplier cost per item (in $),Supplier order quantity,Supplier shipping cost (in $),Supplier shipping time,Supplier transport mode,Supplier routes ,Supplier destinations,Product ID
supplier 3,683,16.79,98,271.5,10,road,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b55
supplier 5,514,33.39,194,83.23,23,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5b56
supplier 6,360,27.5,99,219.71,27,rail,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5b57
supplier 1,781,25.31,34,211.38,19,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5b58
supplier 4,492,15.02,50,227.43,15,rail,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5b59
supplier 1,102,25.71,185,183.07,1,sea,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5b5a
supplier 3,926,7.47,183,270.53,25,road,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5b5b
supplier 5,5,6.33,24,247.43,30,road,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5b5c
supplier 3,645,14.36,144,129.0,2,sea,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b5d
supplier 3,147,27.33,178,71.6,17,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5b5e
supplier 5,41,27.65,95,144.85,7,road,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5b5f
supplier 4,391,18.32,112,169.97,27,road,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5b60
supplier 5,41,5.25,145,150.24,23,sea,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5b61
supplier 5,879,13.51,18,227.18,11,air,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5b62
supplier 1,363,15.83,93,205.7,12,rail,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b63
supplier 5,728,8.84,11,122.92,11,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5b64
supplier 2,25,28.61,48,88.16,14,air,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5b65
supplier 4,863,7.41,42,172.8,14,sea,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5b66
supplier 1,160,32.3,113,99.55,23,road,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b67
supplier 4,436,8.68,160,99.33,10,road,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5b68
supplier 4,451,5.51,59,266.82,11,road,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5b69
supplier 3,112,20.25,96,70.09,9,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5b6a
supplier 1,215,16.14,27,62.1,10,road,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5b6b
supplier 1,975,27.53,21,189.0,4,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5b6c
supplier 2,408,17.02,196,57.39,4,sea,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5b6d
supplier 5,117,21.06,20,232.94,17,sea,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5b6e
supplier 5,737,18.02,32,101.55,1,rail,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5b6f
supplier 4,71,27.92,73,257.23,2,air,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5b70
supplier 2,696,27.31,184,98.6,14,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5b71
supplier 3,874,25.08,154,256.68,30,road,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5b72
supplier 1,353,19.94,150,81.23,16,rail,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5b73
supplier 4,840,22.57,95,114.5,11,sea,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5b74
supplier 3,307,6.73,84,292.27,6,sea,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5b75
supplier 2,668,33.6,174,166.08,14,rail,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5b76
supplier 5,288,28.02,99,235.8,16,road,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5b77
supplier 6,605,13.99,74,136.24,27,road,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b78
supplier 2,0,20.27,7,156.67,15,rail,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5b79
supplier 1,739,16.34,115,172.21,8,air,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5b7a
supplier 6,625,15.95,90,174.95,24,air,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5b7b
supplier 3,405,7.47,91,226.33,7,air,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5b7c
supplier 5,837,16.41,118,70.09,29,road,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5b7d
supplier 2,927,34.46,31,96.95,11,rail,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5b7e
supplier 3,322,11.26,72,109.96,27,sea,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5b7f
supplier 6,347,33.34,21,144.64,27,rail,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5b80
supplier 5,280,21.18,139,288.52,16,sea,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5b81
supplier 5,45,28.67,193,153.27,13,sea,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5b82
supplier 5,69,6.04,200,72.72,4,rail,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5b83
supplier 2,9,8.31,99,172.68,26,rail,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5b84
supplier 5,916,24.41,46,162.47,15,road,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5b85
supplier 1,567,11.49,94,272.68,25,sea,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b86
supplier 6,555,11.29,153,133.16,30,sea,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b87
supplier 6,866,32.88,177,232.23,16,rail,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5b88
supplier 1,893,25.86,148,138.08,18,road,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5b89
supplier 5,12,5.51,144,150.58,30,air,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5b8a
supplier 2,700,10.84,24,107.33,7,road,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5b8b
supplier 6,401,15.75,104,291.74,10,air,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5b8c
supplier 6,218,10.12,85,160.73,3,sea,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5b8d
supplier 3,250,16.18,139,94.07,3,sea,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5b8e
supplier 5,810,33.78,198,111.6,19,road,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5b8f
supplier 1,695,31.07,70,147.85,30,sea,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5b90
supplier 3,961,14.53,125,150.11,30,sea,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5b91
supplier 1,38,10.61,92,273.84,26,rail,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5b92
supplier 3,898,26.8,74,145.29,10,rail,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5b93
supplier 5,45,32.15,107,196.6,3,air,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5b94
supplier 3,133,10.31,24,121.02,9,road,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5b95
supplier 1,384,23.5,54,269.73,25,air,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5b96
supplier 3,910,5.92,99,94.8,16,road,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5b97
supplier 5,331,28.77,36,76.64,19,sea,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5b98
supplier 4,425,13.87,127,251.94,5,rail,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5b99
supplier 3,214,22.93,156,85.53,27,road,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5b9a
supplier 5,776,24.98,85,167.49,8,sea,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5b9b
supplier 4,796,27.67,39,118.77,26,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5b9c
supplier 6,472,11.15,47,234.22,8,air,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5b9d
supplier 2,738,14.51,6,250.19,27,road,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5b9e
supplier 2,618,22.9,195,111.85,14,sea,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5b9f
supplier 2,277,24.15,28,294.16,11,sea,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5ba0
supplier 5,825,26.01,182,228.11,7,air,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5ba1
supplier 5,222,25.7,21,273.38,7,rail,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5ba2
supplier 6,819,6.03,102,99.56,9,sea,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5ba3
supplier 6,901,33.14,150,254.87,28,road,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5ba4
supplier 6,732,27.88,58,182.68,20,sea,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5ba5
supplier 3,534,28.89,128,274.9,29,sea,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5ba6
supplier 2,960,16.69,60,216.94,28,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5ba7
supplier 5,848,16.56,113,122.03,26,road,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5ba8
supplier 1,365,26.55,2,286.22,26,sea,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5ba9
supplier 6,261,15.35,198,136.7,5,sea,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5baa
supplier 5,957,19.96,96,137.6,26,rail,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5bab
supplier 3,811,11.1,57,124.72,20,rail,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5bac
supplier 5,724,10.16,137,188.14,5,air,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bad
supplier 3,668,24.11,79,158.75,19,road,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5bae
supplier 5,712,25.22,187,226.72,17,sea,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5baf
supplier 2,81,26.94,55,214.09,14,air,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5bb0
supplier 3,771,21.24,173,50.25,27,rail,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5bb1
supplier 2,209,25.56,40,93.71,9,air,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5bb2
supplier 4,879,22.22,88,84.44,7,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5bb3
supplier 3,489,30.4,124,138.46,6,road,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5bb4
supplier 3,698,13.92,121,110.24,21,sea,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5bb5
supplier 3,648,16.21,127,203.5,26,air,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5bb6
supplier 5,214,19.25,169,167.16,8,rail,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5bb7
supplier 3,401,19.85,72,238.28,12,air,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5bb8
supplier 1,19,31.26,139,221.01,11,rail,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5bb9
supplier 3,64,34.44,58,75.02,14,road,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5bba
supplier 2,396,7.94,28,167.22,19,rail,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5bbb
supplier 4,592,33.04,18,126.85,6,rail,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5bbc
supplier 6,749,23.69,136,290.69,25,air,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5bbd
supplier 6,191,5.11,77,174.01,14,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5bbe
supplier 4,417,7.15,110,81.77,13,rail,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5bbf
supplier 1,509,9.47,135,54.96,19,air,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5bc0
supplier 2,673,20.37,198,169.89,7,road,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5bc1
supplier 1,22,5.45,8,58.63,29,road,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bc2
supplier 6,995,23.68,68,134.01,22,rail,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5bc3
supplier 3,353,13.37,175,181.08,5,rail,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5bc4
supplier 5,386,14.54,7,194.57,18,rail,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5bc5
supplier 2,957,24.86,132,147.25,24,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5bc6
supplier 6,63,19.48,67,133.1,2,rail,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5bc7
supplier 3,644,12.58,133,51.79,3,rail,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5bc8
supplier 6,421,17.49,175,104.34,30,rail,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5bc9
supplier 3,197,21.66,45,137.53,13,sea,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5bca
supplier 5,450,8.46,111,155.36,12,road,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5bcb
supplier 1,867,16.18,24,278.57,26,air,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5bcc
supplier 4,461,28.46,92,117.28,7,road,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5bcd
supplier 1,647,6.56,30,77.8,16,air,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5bce
supplier 3,265,30.12,176,285.1,25,road,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5bcf
supplier 6,56,13.36,31,149.96,3,sea,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5bd0
supplier 4,165,14.75,187,212.68,13,air,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5bd1
supplier 3,869,25.72,25,193.47,26,rail,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bd2
supplier 1,803,8.54,52,184.1,20,road,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5bd3
supplier 4,890,20.69,108,72.43,14,rail,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5bd4
supplier 1,916,21.36,32,186.23,7,sea,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5bd5
supplier 5,595,8.96,141,155.7,12,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5bd6
supplier 6,782,28.09,51,78.4,7,rail,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5bd7
supplier 4,334,31.19,28,122.91,14,rail,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5bd8
supplier 3,542,6.25,64,285.14,6,rail,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5bd9
supplier 5,622,26.23,107,107.64,6,road,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5bda
supplier 6,522,7.79,72,52.08,5,rail,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bdb
supplier 6,158,13.22,55,91.76,3,road,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5bdc
supplier 4,374,31.78,167,283.0,7,rail,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5bdd
supplier 2,40,26.71,195,206.82,7,road,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5bde
supplier 1,713,6.61,27,295.28,10,rail,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5bdf
supplier 5,338,26.03,95,299.54,16,rail,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5be0
supplier 1,391,22.35,113,298.01,17,road,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5be1
supplier 4,497,14.45,106,192.34,25,sea,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5be2
supplier 3,208,5.57,98,253.74,18,air,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5be3
supplier 4,661,26.89,127,149.83,24,rail,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5be4
supplier 1,493,33.56,79,259.02,4,sea,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5be5
supplier 6,907,8.27,92,180.63,24,air,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5be6
supplier 2,621,26.99,38,234.45,15,road,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5be7
supplier 1,482,28.93,51,207.33,8,sea,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5be8
supplier 6,476,20.29,74,192.81,12,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5be9
supplier 6,986,24.5,148,94.41,11,air,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5bea
supplier 5,657,5.48,52,69.64,15,rail,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5beb
supplier 4,55,33.68,66,192.21,7,rail,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5bec
supplier 3,905,33.33,131,210.6,24,sea,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5bed
supplier 5,749,22.99,187,67.41,25,rail,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5bee
supplier 4,443,8.05,17,87.74,2,rail,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5bef
supplier 3,707,19.42,113,195.98,15,sea,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bf0
supplier 3,264,24.55,77,293.91,6,rail,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5bf1
supplier 2,422,30.43,172,63.83,3,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5bf2
supplier 4,243,23.33,27,155.24,8,sea,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5bf3
supplier 4,830,25.76,105,59.84,23,air,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bf4
supplier 3,537,8.18,97,89.13,18,air,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5bf5
supplier 4,989,33.9,3,67.6,4,road,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5bf6
supplier 5,192,9.92,176,247.38,1,road,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bf7
supplier 4,49,27.35,17,239.5,2,road,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5bf8
supplier 6,815,20.23,29,189.04,30,road,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5bf9
supplier 2,726,20.13,15,178.98,2,road,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5bfa
supplier 6,150,5.18,96,257.45,3,rail,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5bfb
supplier 3,112,13.77,154,111.0,27,air,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5bfc
supplier 3,844,7.35,151,94.44,28,sea,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5bfd
supplier 6,447,26.94,20,100.63,24,sea,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5bfe
supplier 4,985,13.07,101,277.36,24,sea,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5bff
supplier 1,732,20.25,80,97.02,20,road,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5c00
supplier 5,92,27.37,123,213.98,29,sea,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5c01
supplier 2,1000,31.45,119,131.69,17,sea,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5c02
supplier 2,837,7.68,180,186.77,17,air,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5c03
supplier 1,897,10.32,19,106.77,30,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5c04
supplier 5,782,19.32,3,76.71,21,sea,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5c05
supplier 4,306,18.94,77,140.36,6,sea,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5c06
supplier 1,564,12.55,163,220.55,4,air,Route 6,Manufacturer 2,65046f7afc13ae03cdfd5c07
supplier 6,857,5.6,14,249.56,19,road,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5c08
supplier 2,298,26.3,128,188.94,19,road,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5c09
supplier 1,571,29.43,68,245.29,12,sea,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5c0a
supplier 5,852,18.89,55,207.68,10,rail,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5c0b
supplier 1,269,19.21,100,245.24,16,rail,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5c0c
supplier 2,190,20.44,108,120.46,8,road,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5c0d
supplier 3,981,31.93,121,139.39,7,sea,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5c0e
supplier 4,742,10.06,160,265.68,12,air,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5c0f
supplier 4,973,14.93,192,168.59,24,road,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5c10
supplier 3,877,9.46,77,198.5,20,sea,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5c11
supplier 5,806,10.45,171,153.08,20,road,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5c12
supplier 6,757,28.17,175,75.86,6,air,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5c13
supplier 1,567,17.09,2,177.75,25,air,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5c14
supplier 5,331,10.35,30,222.46,3,sea,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5c15
supplier 4,128,16.34,106,65.75,4,road,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c16
supplier 2,582,18.71,169,287.74,23,rail,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c17
supplier 4,994,6.57,5,231.72,21,air,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5c18
supplier 5,444,21.52,5,205.79,5,road,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5c19
supplier 5,355,22.15,145,209.95,17,rail,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5c1a
supplier 1,520,22.79,126,106.96,15,sea,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5c1b
supplier 3,420,8.46,17,76.63,19,rail,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5c1c
supplier 3,127,9.72,45,64.6,10,sea,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5c1d
supplier 3,953,29.64,51,179.2,29,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5c1e
supplier 2,664,23.22,198,264.02,12,road,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5c1f
supplier 4,504,28.28,199,51.19,28,road,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c20
supplier 5,133,11.31,31,238.13,18,sea,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5c21
supplier 4,772,32.46,70,250.24,5,air,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5c22
supplier 2,37,17.18,24,62.53,11,sea,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5c23
supplier 4,435,33.68,100,65.88,3,air,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c24
supplier 2,495,29.5,70,80.22,18,rail,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5c25
supplier 3,400,8.1,155,203.8,2,rail,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5c26
supplier 3,365,13.62,55,258.32,27,air,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5c27
supplier 5,549,26.69,197,278.55,5,road,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5c28
supplier 1,454,9.2,52,223.85,9,air,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5c29
supplier 5,865,20.47,76,222.22,3,air,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c2a
supplier 3,618,9.41,94,171.55,6,rail,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5c2b
supplier 6,358,28.84,164,186.13,25,road,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c2c
supplier 3,65,5.74,93,194.78,6,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5c2d
supplier 1,282,10.77,182,222.84,26,rail,Route 3,Manufacturer 2,65046f7afc13ae03cdfd5c2e
supplier 3,872,19.74,34,113.34,26,sea,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5c2f
supplier 3,206,14.72,148,237.5,9,rail,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5c30
supplier 5,320,25.63,189,255.15,10,rail,Route 5,Manufacturer 1,65046f7afc13ae03cdfd5c31
supplier 6,741,7.61,29,115.76,13,road,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5c32
supplier 5,27,31.93,94,146.25,5,sea,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5c33
supplier 4,117,31.52,44,281.08,13,road,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5c34
supplier 1,505,32.95,61,132.45,7,sea,Route 3,Manufacturer 3,65046f7afc13ae03cdfd5c35
supplier 1,456,24.31,69,228.86,17,sea,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5c36
supplier 4,582,25.27,30,184.6,23,air,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5c37
supplier 4,114,14.63,25,139.93,26,sea,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5c38
supplier 2,881,24.54,111,149.54,29,rail,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5c39
supplier 2,487,7.33,27,107.01,27,road,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5c3a
supplier 2,765,6.8,171,61.15,10,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5c3b
supplier 5,956,29.58,92,72.43,10,rail,Route 6,Manufacturer 1,65046f7afc13ae03cdfd5c3c
supplier 6,866,16.3,10,273.77,9,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5c3d
supplier 1,429,20.1,8,67.64,25,rail,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5c3e
supplier 5,789,12.4,57,118.6,27,air,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5c3f
supplier 6,239,8.26,148,288.54,14,sea,Route 4,Manufacturer 2,65046f7afc13ae03cdfd5c40
supplier 2,482,5.59,131,117.0,7,sea,Route 5,Manufacturer 3,65046f7afc13ae03cdfd5c41
supplier 3,505,27.67,93,258.33,27,road,Route 1,Manufacturer 3,65046f7afc13ae03cdfd5c42
supplier 2,36,25.92,102,227.56,3,road,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5c43
supplier 4,35,17.1,159,210.39,18,air,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5c44
supplier 3,613,15.66,148,289.07,1,sea,Route 4,Manufacturer 1,65046f7afc13ae03cdfd5c45
supplier 2,386,32.59,162,247.41,18,rail,Route 2,Manufacturer 3,65046f7afc13ae03cdfd5c46
supplier 4,57,9.66,159,103.36,2,road,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5c47
supplier 4,336,24.96,49,76.2,24,sea,Route 2,Manufacturer 2,65046f7afc13ae03cdfd5c48
supplier 6,779,32.9,178,68.09,17,air,Route 4,Manufacturer 3,65046f7afc13ae03cdfd5c49
supplier 5,640,16.27,138,145.71,20,rail,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5c4a
supplier 3,706,26.91,124,112.02,26,sea,Route 1,Manufacturer 1,65046f7afc13ae03cdfd5c4b
supplier 6,449,7.17,57,218.97,8,road,Route 1,Manufacturer 2,65046f7afc13ae03cdfd5c4c
supplier 4,446,11.53,48,234.53,15,road,Route 6,Manufacturer 3,65046f7afc13ae03cdfd5c4d
supplier 2,527,8.5,164,151.54,27,rail,Route 3,Manufacturer 1,65046f7afc13ae03cdfd5c4e
supplier 5,153,6.68,155,99.35,24,rail,Route 5,Manufacturer 2,65046f7afc13ae03cdfd5c4f
supplier 3,113,13.28,163,257.95,8,sea,Route 2,Manufacturer 1,65046f7afc13ae03cdfd5c50
