Product Type,Distributor name,Distributor shipping cost,Distributor shipping time,Distributor transport mode,Distributor routes ,Distributor destinations,Product ID,Distributor cost
Tablet,Distributor 1,5.58,1,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5b61,200
Phone,Distributor 3,7.63,1,air,Route 21,Retailer 2,65046f7afc13ae03cdfd5b62,300
Laptop,Distributor 3,5.02,4,rail,Route 21,Retailer 2,65046f7afc13ae03cdfd5b63,500
Tablet,Distributor 1,6.99,3,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5b64,200
Phone,Distributor 1,7.56,1,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5b65,200
Laptop,Distributor 1,6.91,2,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5b66,540
Tablet,Distributor 1,6.13,5,road,Route 22,Retailer 5,65046f7afc13ae03cdfd5b67,200
Phone,Distributor 3,7.33,1,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5b68,300
Laptop,Distributor 3,5.79,1,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5b69,500
Tablet,Distributor 2,9.16,2,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5b6a,170
Phone,Distributor 2,8.98,5,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5b6b,190
Laptop,Distributor 4,4.79,5,air,Route 21,Retailer 4,65046f7afc13ae03cdfd5b6c,480
Tablet,Distributor 1,6.19,1,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5b6d,200
Phone,Distributor 3,3.67,4,air,Route 26,Retailer 2,65046f7afc13ae03cdfd5b6e,300
Laptop,Distributor 2,9.47,5,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5b6f,440
Tablet,Distributor 1,4.26,4,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5b70,200
Phone,Distributor 1,7.86,6,road,Route 24,Retailer 5,65046f7afc13ae03cdfd5b71,200
Laptop,Distributor 2,9.71,4,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5b72,440
Tablet,Distributor 4,6.3,5,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5b73,220
Phone,Distributor 3,9.89,6,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5b74,300
Laptop,Distributor 3,8.69,2,air,Route 26,Retailer 6,65046f7afc13ae03cdfd5b75,500
Tablet,Distributor 4,9.93,1,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5b76,220
Phone,Distributor 2,5.65,1,road,Route 22,Retailer 5,65046f7afc13ae03cdfd5b77,190
Laptop,Distributor 3,6.25,5,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5b78,500
Tablet,Distributor 4,5.98,4,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5b79,220
Phone,Distributor 2,8.95,2,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5b7a,190
Laptop,Distributor 4,4.61,6,road,Route 23,Retailer 5,65046f7afc13ae03cdfd5b7b,480
Tablet,Distributor 2,7.65,4,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5b7c,170
Phone,Distributor 2,4.58,6,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5b7d,190
Laptop,Distributor 1,3.95,6,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5b7e,540
Tablet,Distributor 4,6.35,4,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5b7f,220
Phone,Distributor 1,3.06,1,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5b80,200
Laptop,Distributor 4,5.51,5,rail,Route 21,Retailer 4,65046f7afc13ae03cdfd5b81,480
Tablet,Distributor 2,9.75,6,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5b82,170
Phone,Distributor 1,8.23,1,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5b83,200
Laptop,Distributor 2,4.76,1,road,Route 23,Retailer 2,65046f7afc13ae03cdfd5b84,440
Tablet,Distributor 1,7.61,3,rail,Route 21,Retailer 4,65046f7afc13ae03cdfd5b85,200
Phone,Distributor 2,8.21,1,road,Route 23,Retailer 5,65046f7afc13ae03cdfd5b86,190
Laptop,Distributor 2,7.98,6,road,Route 22,Retailer 5,65046f7afc13ae03cdfd5b87,440
Tablet,Distributor 3,9.8,1,road,Route 22,Retailer 4,65046f7afc13ae03cdfd5b88,350
Phone,Distributor 3,8.14,4,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5b89,300
Laptop,Distributor 4,5.22,5,road,Route 24,Retailer 6,65046f7afc13ae03cdfd5b8a,480
Tablet,Distributor 2,6.71,5,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5b8b,170
Phone,Distributor 2,9.72,1,road,Route 23,Retailer 5,65046f7afc13ae03cdfd5b8c,190
Laptop,Distributor 3,8.63,4,rail,Route 22,Retailer 6,65046f7afc13ae03cdfd5b8d,500
Tablet,Distributor 3,4.96,6,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5b8e,350
Phone,Distributor 1,7.55,4,air,Route 21,Retailer 3,65046f7afc13ae03cdfd5b8f,200
Laptop,Distributor 3,8.79,4,air,Route 26,Retailer 2,65046f7afc13ae03cdfd5b90,500
Tablet,Distributor 2,3.7,5,road,Route 22,Retailer 5,65046f7afc13ae03cdfd5b91,170
Phone,Distributor 2,8.12,3,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5b92,190
Laptop,Distributor 4,6.91,5,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5b93,480
Tablet,Distributor 4,4.14,3,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5b94,220
Phone,Distributor 3,6.0,5,air,Route 21,Retailer 6,65046f7afc13ae03cdfd5b95,300
Laptop,Distributor 4,8.93,6,air,Route 21,Retailer 3,65046f7afc13ae03cdfd5b96,480
Tablet,Distributor 4,5.23,4,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5b97,220
Phone,Distributor 1,5.75,4,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5b98,200
Laptop,Distributor 1,3.51,1,air,Route 21,Retailer 2,65046f7afc13ae03cdfd5b99,540
Tablet,Distributor 2,8.68,5,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5b9a,170
Phone,Distributor 3,4.78,4,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5b9b,300
Laptop,Distributor 2,7.25,2,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5b9c,440
Tablet,Distributor 3,6.92,3,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5b9d,350
Phone,Distributor 4,7.84,1,road,Route 21,Retailer 1,65046f7afc13ae03cdfd5b9e,250
Laptop,Distributor 4,5.39,6,road,Route 21,Retailer 6,65046f7afc13ae03cdfd5b9f,480
Tablet,Distributor 2,5.29,4,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5ba0,170
Phone,Distributor 3,6.16,6,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5ba1,300
Laptop,Distributor 2,6.73,5,rail,Route 21,Retailer 6,65046f7afc13ae03cdfd5ba2,440
Tablet,Distributor 3,7.85,5,road,Route 22,Retailer 6,65046f7afc13ae03cdfd5ba3,350
Phone,Distributor 4,4.29,5,road,Route 23,Retailer 6,65046f7afc13ae03cdfd5ba4,250
Laptop,Distributor 2,4.46,2,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5ba5,440
Tablet,Distributor 3,6.03,4,rail,Route 22,Retailer 6,65046f7afc13ae03cdfd5ba6,350
Phone,Distributor 3,5.34,5,road,Route 24,Retailer 1,65046f7afc13ae03cdfd5ba7,300
Laptop,Distributor 1,7.39,5,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5ba8,540
Tablet,Distributor 3,5.12,4,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5ba9,350
Phone,Distributor 1,7.78,1,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5baa,200
Laptop,Distributor 1,4.31,6,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5bab,540
Tablet,Distributor 1,4.82,1,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5bac,200
Phone,Distributor 2,6.98,5,air,Route 21,Retailer 2,65046f7afc13ae03cdfd5bad,190
Laptop,Distributor 4,3.56,5,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5bae,480
Tablet,Distributor 2,8.28,5,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5baf,170
Phone,Distributor 1,8.42,4,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5bb0,200
Laptop,Distributor 3,6.79,5,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5bb1,500
Tablet,Distributor 3,4.92,5,air,Route 26,Retailer 6,65046f7afc13ae03cdfd5bb2,350
Phone,Distributor 2,3.05,2,road,Route 23,Retailer 3,65046f7afc13ae03cdfd5bb3,190
Laptop,Distributor 1,3.14,6,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5bb4,540
Tablet,Distributor 4,3.77,3,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5bb5,220
Phone,Distributor 2,8.86,5,rail,Route 21,Retailer 1,65046f7afc13ae03cdfd5bb6,190
Laptop,Distributor 1,8.45,4,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5bb7,540
Tablet,Distributor 3,9.2,5,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5bb8,350
Phone,Distributor 1,4.25,6,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5bb9,200
Laptop,Distributor 2,3.4,5,road,Route 23,Retailer 5,65046f7afc13ae03cdfd5bba,440
Tablet,Distributor 4,3.98,3,road,Route 23,Retailer 4,65046f7afc13ae03cdfd5bbb,220
Phone,Distributor 4,7.16,4,road,Route 24,Retailer 2,65046f7afc13ae03cdfd5bbc,250
Laptop,Distributor 4,5.8,1,air,Route 21,Retailer 2,65046f7afc13ae03cdfd5bbd,480
Tablet,Distributor 4,5.16,6,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5bbe,220
Phone,Distributor 3,7.65,1,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5bbf,300
Laptop,Distributor 1,5.43,5,road,Route 23,Retailer 4,65046f7afc13ae03cdfd5bc0,540
Tablet,Distributor 1,9.27,2,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5bc1,200
Phone,Distributor 1,7.79,5,rail,Route 21,Retailer 1,65046f7afc13ae03cdfd5bc2,200
Laptop,Distributor 1,5.63,3,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5bc3,540
Tablet,Distributor 2,6.69,6,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5bc4,170
Phone,Distributor 1,7.52,4,road,Route 24,Retailer 3,65046f7afc13ae03cdfd5bc5,200
Laptop,Distributor 2,4.88,6,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5bc6,440
Tablet,Distributor 4,9.48,5,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5bc7,220
Phone,Distributor 3,4.97,1,rail,Route 21,Retailer 2,65046f7afc13ae03cdfd5bc8,300
Laptop,Distributor 1,8.62,3,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5bc9,540
Tablet,Distributor 4,5.14,4,road,Route 21,Retailer 2,65046f7afc13ae03cdfd5bca,220
Phone,Distributor 4,6.03,5,road,Route 21,Retailer 6,65046f7afc13ae03cdfd5bcb,250
Laptop,Distributor 1,5.81,5,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5bcc,540
Tablet,Distributor 4,7.76,1,air,Route 26,Retailer 1,65046f7afc13ae03cdfd5bcd,220
Phone,Distributor 1,9.51,6,road,Route 23,Retailer 5,65046f7afc13ae03cdfd5bce,200
Laptop,Distributor 2,9.83,6,air,Route 26,Retailer 6,65046f7afc13ae03cdfd5bcf,440
Tablet,Distributor 3,7.5,2,road,Route 22,Retailer 2,65046f7afc13ae03cdfd5bd0,350
Phone,Distributor 3,6.25,1,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5bd1,300
Laptop,Distributor 1,6.79,6,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5bd2,540
Tablet,Distributor 2,4.91,1,road,Route 21,Retailer 4,65046f7afc13ae03cdfd5bd3,170
Phone,Distributor 4,5.86,3,road,Route 22,Retailer 6,65046f7afc13ae03cdfd5bd4,250
Laptop,Distributor 1,4.14,4,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5bd5,540
Tablet,Distributor 4,6.24,2,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5bd6,220
Phone,Distributor 3,3.18,5,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5bd7,300
Laptop,Distributor 3,3.18,4,air,Route 26,Retailer 2,65046f7afc13ae03cdfd5bd8,500
Tablet,Distributor 4,3.11,3,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5bd9,220
Phone,Distributor 2,6.18,3,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5bda,190
Laptop,Distributor 4,6.2,6,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5bdb,480
Tablet,Distributor 2,5.57,3,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5bdc,170
Phone,Distributor 3,3.76,2,road,Route 24,Retailer 1,65046f7afc13ae03cdfd5bdd,300
Laptop,Distributor 4,7.27,3,road,Route 23,Retailer 5,65046f7afc13ae03cdfd5bde,480
Tablet,Distributor 4,6.97,6,air,Route 26,Retailer 1,65046f7afc13ae03cdfd5bdf,220
Phone,Distributor 3,9.7,5,air,Route 21,Retailer 2,65046f7afc13ae03cdfd5be0,300
Laptop,Distributor 3,6.13,2,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5be1,500
Tablet,Distributor 3,6.2,6,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5be2,350
Phone,Distributor 1,8.09,5,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5be3,200
Laptop,Distributor 4,3.72,3,air,Route 26,Retailer 1,65046f7afc13ae03cdfd5be4,480
Tablet,Distributor 1,4.7,3,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5be5,200
Phone,Distributor 3,8.09,2,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5be6,300
Laptop,Distributor 1,9.73,2,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5be7,540
Tablet,Distributor 1,10.0,1,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5be8,200
Phone,Distributor 3,5.69,6,air,Route 21,Retailer 3,65046f7afc13ae03cdfd5be9,300
Laptop,Distributor 1,6.7,3,road,Route 22,Retailer 2,65046f7afc13ae03cdfd5bea,540
Tablet,Distributor 4,4.03,4,air,Route 26,Retailer 4,65046f7afc13ae03cdfd5beb,220
Phone,Distributor 2,8.33,1,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5bec,190
Laptop,Distributor 2,6.63,2,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5bed,440
Tablet,Distributor 1,5.32,3,air,Route 26,Retailer 6,65046f7afc13ae03cdfd5bee,200
Phone,Distributor 4,6.82,4,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5bef,250
Laptop,Distributor 2,3.87,1,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5bf0,440
Tablet,Distributor 4,3.82,4,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5bf1,220
Phone,Distributor 2,5.55,5,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5bf2,190
Laptop,Distributor 1,7.76,3,road,Route 21,Retailer 3,65046f7afc13ae03cdfd5bf3,540
Tablet,Distributor 2,8.87,1,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5bf4,170
Phone,Distributor 1,7.26,2,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5bf5,200
Laptop,Distributor 1,6.75,4,rail,Route 22,Retailer 6,65046f7afc13ae03cdfd5bf6,540
Tablet,Distributor 4,4.41,3,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5bf7,220
Phone,Distributor 4,4.14,4,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5bf8,250
Laptop,Distributor 4,4.76,5,road,Route 22,Retailer 5,65046f7afc13ae03cdfd5bf9,480
Tablet,Distributor 3,3.52,4,road,Route 21,Retailer 4,65046f7afc13ae03cdfd5bfa,350
Phone,Distributor 2,3.17,6,air,Route 21,Retailer 4,65046f7afc13ae03cdfd5bfb,190
Laptop,Distributor 1,5.65,3,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5bfc,540
Tablet,Distributor 3,8.6,2,road,Route 22,Retailer 4,65046f7afc13ae03cdfd5bfd,350
Phone,Distributor 1,4.67,5,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5bfe,200
Laptop,Distributor 1,8.43,4,road,Route 24,Retailer 3,65046f7afc13ae03cdfd5bff,540
Tablet,Distributor 2,4.71,2,air,Route 26,Retailer 2,65046f7afc13ae03cdfd5c00,170
Phone,Distributor 4,4.75,6,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5c01,250
Laptop,Distributor 3,9.87,6,rail,Route 21,Retailer 2,65046f7afc13ae03cdfd5c02,500
Tablet,Distributor 1,5.27,5,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5c03,200
Phone,Distributor 4,8.43,1,air,Route 21,Retailer 1,65046f7afc13ae03cdfd5c04,250
Laptop,Distributor 1,3.2,3,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5c05,540
Tablet,Distributor 4,5.27,3,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5c06,220
Phone,Distributor 4,9.85,3,road,Route 24,Retailer 4,65046f7afc13ae03cdfd5c07,250
Laptop,Distributor 1,7.68,6,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5c08,540
Tablet,Distributor 2,5.64,5,road,Route 22,Retailer 5,65046f7afc13ae03cdfd5c09,170
Phone,Distributor 3,7.1,3,air,Route 26,Retailer 6,65046f7afc13ae03cdfd5c0a,300
Laptop,Distributor 3,9.74,6,air,Route 26,Retailer 1,65046f7afc13ae03cdfd5c0b,500
Tablet,Distributor 1,5.9,6,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c0c,200
Phone,Distributor 1,9.25,6,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5c0d,200
Laptop,Distributor 2,9.53,3,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c0e,440
Tablet,Distributor 4,9.12,6,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5c0f,220
Phone,Distributor 1,6.8,5,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5c10,200
Laptop,Distributor 1,7.16,4,road,Route 21,Retailer 5,65046f7afc13ae03cdfd5c11,540
Tablet,Distributor 1,9.49,5,sea,Route 26,Retailer 3,65046f7afc13ae03cdfd5c12,200
Phone,Distributor 4,4.59,6,road,Route 24,Retailer 6,65046f7afc13ae03cdfd5c13,250
Laptop,Distributor 4,3.58,3,air,Route 26,Retailer 1,65046f7afc13ae03cdfd5c14,480
Tablet,Distributor 2,3.03,3,rail,Route 21,Retailer 2,65046f7afc13ae03cdfd5c15,170
Phone,Distributor 3,4.3,4,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5c16,300
Laptop,Distributor 1,3.78,2,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5c17,540
Tablet,Distributor 3,4.21,2,road,Route 21,Retailer 1,65046f7afc13ae03cdfd5c18,350
Phone,Distributor 1,9.73,2,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c19,200
Laptop,Distributor 3,6.56,6,air,Route 21,Retailer 5,65046f7afc13ae03cdfd5c1a,500
Tablet,Distributor 2,4.37,3,road,Route 22,Retailer 3,65046f7afc13ae03cdfd5c1b,170
Phone,Distributor 1,7.82,6,road,Route 22,Retailer 3,65046f7afc13ae03cdfd5c1c,200
Laptop,Distributor 1,6.82,3,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c1d,540
Tablet,Distributor 3,5.97,6,road,Route 23,Retailer 4,65046f7afc13ae03cdfd5c1e,350
Phone,Distributor 2,5.06,3,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5c1f,190
Laptop,Distributor 4,3.3,5,rail,Route 22,Retailer 5,65046f7afc13ae03cdfd5c20,480
Tablet,Distributor 3,6.75,5,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c21,350
Phone,Distributor 1,7.32,4,air,Route 21,Retailer 4,65046f7afc13ae03cdfd5c22,200
Laptop,Distributor 1,5.61,3,rail,Route 21,Retailer 5,65046f7afc13ae03cdfd5c23,540
Tablet,Distributor 1,3.98,6,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5c24,200
Phone,Distributor 1,4.42,5,rail,Route 21,Retailer 5,65046f7afc13ae03cdfd5c25,200
Laptop,Distributor 1,4.41,3,rail,Route 21,Retailer 2,65046f7afc13ae03cdfd5c26,540
Tablet,Distributor 3,8.45,4,road,Route 24,Retailer 1,65046f7afc13ae03cdfd5c27,350
Phone,Distributor 4,4.11,3,road,Route 23,Retailer 1,65046f7afc13ae03cdfd5c28,250
Laptop,Distributor 1,6.21,1,road,Route 24,Retailer 6,65046f7afc13ae03cdfd5c29,540
Tablet,Distributor 1,5.0,1,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c2a,200
Phone,Distributor 4,5.66,5,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5c2b,250
Laptop,Distributor 4,5.18,5,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5c2c,480
Tablet,Distributor 1,5.68,3,road,Route 21,Retailer 6,65046f7afc13ae03cdfd5c2d,200
Phone,Distributor 3,9.2,3,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5c2e,300
Laptop,Distributor 4,9.45,1,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5c2f,480
Tablet,Distributor 1,7.52,5,air,Route 26,Retailer 3,65046f7afc13ae03cdfd5c30,200
Phone,Distributor 2,3.0,6,road,Route 24,Retailer 4,65046f7afc13ae03cdfd5c31,190
Laptop,Distributor 1,7.62,2,rail,Route 21,Retailer 2,65046f7afc13ae03cdfd5c32,540
Tablet,Distributor 2,7.73,1,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5c33,170
Phone,Distributor 2,4.34,6,rail,Route 21,Retailer 5,65046f7afc13ae03cdfd5c34,190
Laptop,Distributor 4,9.86,6,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5c35,480
Tablet,Distributor 3,6.61,3,road,Route 24,Retailer 3,65046f7afc13ae03cdfd5c36,350
Phone,Distributor 4,8.63,3,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5c37,250
Laptop,Distributor 1,5.74,1,road,Route 22,Retailer 6,65046f7afc13ae03cdfd5c38,540
Tablet,Distributor 4,6.03,3,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c39,220
Phone,Distributor 1,7.53,3,air,Route 21,Retailer 1,65046f7afc13ae03cdfd5c3a,200
Laptop,Distributor 4,5.24,4,air,Route 21,Retailer 2,65046f7afc13ae03cdfd5c3b,480
Tablet,Distributor 2,3.2,6,rail,Route 22,Retailer 2,65046f7afc13ae03cdfd5c3c,170
Phone,Distributor 4,3.09,5,road,Route 21,Retailer 6,65046f7afc13ae03cdfd5c3d,250
Laptop,Distributor 2,3.82,2,air,Route 26,Retailer 2,65046f7afc13ae03cdfd5c3e,440
Tablet,Distributor 3,9.23,2,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5c3f,350
Phone,Distributor 3,6.71,1,road,Route 21,Retailer 5,65046f7afc13ae03cdfd5c40,300
Laptop,Distributor 2,9.56,5,road,Route 24,Retailer 5,65046f7afc13ae03cdfd5c41,440
Tablet,Distributor 1,7.46,3,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5c42,200
Phone,Distributor 2,4.37,4,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5c43,190
Laptop,Distributor 1,4.58,3,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5c44,540
Tablet,Distributor 2,4.6,5,road,Route 24,Retailer 2,65046f7afc13ae03cdfd5c45,170
Phone,Distributor 1,8.51,4,air,Route 26,Retailer 1,65046f7afc13ae03cdfd5c46,200
Laptop,Distributor 3,5.67,2,road,Route 24,Retailer 5,65046f7afc13ae03cdfd5c47,500
Tablet,Distributor 1,7.0,5,road,Route 21,Retailer 6,65046f7afc13ae03cdfd5c48,200
Phone,Distributor 3,7.53,3,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c49,300
Laptop,Distributor 2,4.56,6,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5c4a,440
Tablet,Distributor 1,3.6,1,sea,Route 26,Retailer 4,65046f7afc13ae03cdfd5c4b,200
Phone,Distributor 4,9.26,3,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c4c,250
Laptop,Distributor 3,3.73,6,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c4d,500
Tablet,Distributor 3,3.07,4,road,Route 23,Retailer 2,65046f7afc13ae03cdfd5c4e,350
Phone,Distributor 1,7.6,4,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5c4f,200
Laptop,Distributor 3,6.9,2,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5c50,500
Tablet,Distributor 3,3.56,4,sea,Route 26,Retailer 1,65046f7afc13ae03cdfd5c51,350
Phone,Distributor 3,9.25,2,sea,Route 26,Retailer 2,65046f7afc13ae03cdfd5c52,300
Laptop,Distributor 3,9.24,5,air,Route 21,Retailer 1,65046f7afc13ae03cdfd5c53,500
Tablet,Distributor 1,8.54,6,road,Route 21,Retailer 1,65046f7afc13ae03cdfd5c54,200
Phone,Distributor 2,9.9,6,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c55,190
Laptop,Distributor 2,3.45,6,rail,Route 22,Retailer 6,65046f7afc13ae03cdfd5c56,440
Tablet,Distributor 1,9.41,1,air,Route 21,Retailer 3,65046f7afc13ae03cdfd5c57,200
Phone,Distributor 3,6.8,5,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5c58,300
Laptop,Distributor 2,5.54,5,rail,Route 21,Retailer 3,65046f7afc13ae03cdfd5c59,440
Tablet,Distributor 4,7.76,6,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5c5a,220
Phone,Distributor 1,8.28,4,rail,Route 22,Retailer 3,65046f7afc13ae03cdfd5c5b,200
Laptop,Distributor 2,5.8,2,air,Route 26,Retailer 5,65046f7afc13ae03cdfd5c5c,440
Tablet,Distributor 2,9.97,5,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5c5d,170
Phone,Distributor 4,6.22,5,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c5e,250
Laptop,Distributor 2,5.6,4,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5c5f,440
Tablet,Distributor 3,8.93,5,rail,Route 22,Retailer 4,65046f7afc13ae03cdfd5c60,350
Phone,Distributor 3,5.2,2,road,Route 24,Retailer 4,65046f7afc13ae03cdfd5c61,300
Laptop,Distributor 4,8.86,5,sea,Route 26,Retailer 5,65046f7afc13ae03cdfd5c62,480
Tablet,Distributor 1,6.6,1,road,Route 21,Retailer 1,65046f7afc13ae03cdfd5c63,200
Phone,Distributor 3,6.11,4,air,Route 21,Retailer 3,65046f7afc13ae03cdfd5c64,300
Laptop,Distributor 1,6.72,5,rail,Route 22,Retailer 1,65046f7afc13ae03cdfd5c65,540
Tablet,Distributor 4,3.33,4,air,Route 21,Retailer 3,65046f7afc13ae03cdfd5c66,220
Phone,Distributor 1,7.2,1,sea,Route 26,Retailer 6,65046f7afc13ae03cdfd5c67,200
Laptop,Distributor 3,4.5,2,road,Route 22,Retailer 2,65046f7afc13ae03cdfd5c68,500
