Product Type,Retailer name,Retailer product sold,Retailer shipping cost,Retailer shipping time,Retailer transport mode,Retailer routes ,Product ID,Retailer cost
Laptop,Retailer 2,yes,1.61,4,FedX,Route 34,65046f7afc13ae03cdfd5b6c,1000
Tablet,Retailer 4,yes,0.44,2,UPS,Route 32,65046f7afc13ae03cdfd5b6d,1000
Phone,Retailer 2,yes,0.66,3,UPS,Route 35,65046f7afc13ae03cdfd5b6e,620
Laptop,Retailer 1,yes,1.04,2,FedX,Route 32,65046f7afc13ae03cdfd5b6f,1070
Tablet,Retailer 4,yes,0.75,3,UPS,Route 33,65046f7afc13ae03cdfd5b70,1000
Phone,Retailer 5,yes,0.54,2,FedX,Route 31,65046f7afc13ae03cdfd5b71,600
Laptop,Retailer 1,yes,1.41,5,UPS,Route 34,65046f7afc13ae03cdfd5b72,1070
Tablet,Retailer 5,yes,2.41,4,UPS,Route 34,65046f7afc13ae03cdfd5b73,650
Phone,Retailer 6,yes,1.9,2,FedX,Route 32,65046f7afc13ae03cdfd5b74,590
Laptop,Retailer 2,yes,1.18,3,FedX,Route 34,65046f7afc13ae03cdfd5b75,1000
Tablet,Retailer 6,yes,2.77,1,UPS,Route 33,65046f7afc13ae03cdfd5b76,820
Phone,Retailer 1,yes,2.61,1,UPS,Route 31,65046f7afc13ae03cdfd5b77,600
Laptop,Retailer 4,yes,1.71,3,UPS,Route 34,65046f7afc13ae03cdfd5b78,1400
Tablet,Retailer 3,yes,0.4,2,UPS,Route 35,65046f7afc13ae03cdfd5b79,700
Phone,Retailer 4,yes,2.64,3,FedX,Route 36,65046f7afc13ae03cdfd5b7a,700
Laptop,Retailer 2,yes,1.85,2,UPS,Route 32,65046f7afc13ae03cdfd5b7b,1000
Tablet,Retailer 2,yes,2.0,2,FedX,Route 35,65046f7afc13ae03cdfd5b7c,800
Phone,Retailer 5,yes,2.13,1,UPS,Route 31,65046f7afc13ae03cdfd5b7d,600
Laptop,Retailer 5,yes,1.96,3,UPS,Route 32,65046f7afc13ae03cdfd5b7e,1000
Tablet,Retailer 1,yes,2.39,1,FedX,Route 33,65046f7afc13ae03cdfd5b7f,800
Phone,Retailer 1,yes,0.39,2,UPS,Route 33,65046f7afc13ae03cdfd5b80,600
Laptop,Retailer 5,yes,1.81,4,FedX,Route 32,65046f7afc13ae03cdfd5b81,1000
Tablet,Retailer 2,yes,0.77,5,UPS,Route 31,65046f7afc13ae03cdfd5b82,800
Phone,Retailer 6,yes,0.4,3,FedX,Route 32,65046f7afc13ae03cdfd5b83,590
Laptop,Retailer 1,yes,0.44,3,FedX,Route 32,65046f7afc13ae03cdfd5b84,1070
Tablet,Retailer 5,yes,1.17,3,FedX,Route 32,65046f7afc13ae03cdfd5b85,650
Phone,Retailer 2,yes,1.75,5,FedX,Route 32,65046f7afc13ae03cdfd5b86,620
Laptop,Retailer 5,yes,2.38,2,FedX,Route 32,65046f7afc13ae03cdfd5b87,1000
Tablet,Retailer 2,yes,0.68,5,UPS,Route 35,65046f7afc13ae03cdfd5b88,800
Phone,Retailer 4,yes,2.88,5,UPS,Route 34,65046f7afc13ae03cdfd5b89,700
Laptop,Retailer 2,yes,0.7,4,UPS,Route 34,65046f7afc13ae03cdfd5b8a,1000
Tablet,Retailer 5,no,2.06,4,UPS,Route 36,65046f7afc13ae03cdfd5b8b,650
Phone,Retailer 5,yes,2.94,3,FedX,Route 33,65046f7afc13ae03cdfd5b8c,600
Laptop,Retailer 2,yes,2.28,1,FedX,Route 32,65046f7afc13ae03cdfd5b8d,1000
Tablet,Retailer 6,yes,2.26,3,UPS,Route 31,65046f7afc13ae03cdfd5b8e,820
Phone,Retailer 6,yes,1.29,2,FedX,Route 33,65046f7afc13ae03cdfd5b8f,590
Laptop,Retailer 3,yes,1.32,5,FedX,Route 32,65046f7afc13ae03cdfd5b90,1200
Tablet,Retailer 4,yes,1.9,1,FedX,Route 35,65046f7afc13ae03cdfd5b91,1000
Phone,Retailer 6,yes,1.04,3,FedX,Route 31,65046f7afc13ae03cdfd5b92,590
Laptop,Retailer 2,yes,0.96,3,FedX,Route 35,65046f7afc13ae03cdfd5b93,1000
Tablet,Retailer 6,yes,0.97,1,FedX,Route 31,65046f7afc13ae03cdfd5b94,820
Phone,Retailer 6,yes,1.02,4,UPS,Route 31,65046f7afc13ae03cdfd5b95,590
Laptop,Retailer 3,yes,0.35,5,FedX,Route 36,65046f7afc13ae03cdfd5b96,1200
Tablet,Retailer 4,yes,2.59,2,UPS,Route 33,65046f7afc13ae03cdfd5b97,1000
Phone,Retailer 3,yes,1.22,5,FedX,Route 35,65046f7afc13ae03cdfd5b98,650
Laptop,Retailer 2,yes,1.38,5,UPS,Route 35,65046f7afc13ae03cdfd5b99,1000
Tablet,Retailer 6,yes,2.71,2,UPS,Route 33,65046f7afc13ae03cdfd5b9a,820
Phone,Retailer 5,yes,2.32,4,FedX,Route 36,65046f7afc13ae03cdfd5b9b,600
Laptop,Retailer 5,yes,0.69,5,FedX,Route 31,65046f7afc13ae03cdfd5b9c,1000
Tablet,Retailer 6,yes,0.94,3,UPS,Route 36,65046f7afc13ae03cdfd5b9d,820
Phone,Retailer 1,yes,0.5,2,UPS,Route 33,65046f7afc13ae03cdfd5b9e,600
Laptop,Retailer 4,yes,2.21,4,FedX,Route 31,65046f7afc13ae03cdfd5b9f,1400
Tablet,Retailer 3,yes,1.69,5,FedX,Route 34,65046f7afc13ae03cdfd5ba0,700
Phone,Retailer 5,yes,1.42,5,UPS,Route 34,65046f7afc13ae03cdfd5ba1,600
Laptop,Retailer 5,yes,2.43,2,FedX,Route 36,65046f7afc13ae03cdfd5ba2,1000
Tablet,Retailer 1,yes,2.16,3,UPS,Route 34,65046f7afc13ae03cdfd5ba3,800
Phone,Retailer 5,yes,2.47,4,UPS,Route 31,65046f7afc13ae03cdfd5ba4,600
Laptop,Retailer 6,yes,2.9,1,FedX,Route 36,65046f7afc13ae03cdfd5ba5,1100
Tablet,Retailer 5,yes,2.12,4,UPS,Route 36,65046f7afc13ae03cdfd5ba6,650
Phone,Retailer 4,yes,0.01,2,FedX,Route 31,65046f7afc13ae03cdfd5ba7,700
Laptop,Retailer 5,yes,0.04,3,UPS,Route 31,65046f7afc13ae03cdfd5ba8,1000
Tablet,Retailer 1,yes,2.51,3,FedX,Route 33,65046f7afc13ae03cdfd5ba9,800
Phone,Retailer 2,yes,2.89,3,FedX,Route 36,65046f7afc13ae03cdfd5baa,620
Laptop,Retailer 5,yes,0.03,2,UPS,Route 34,65046f7afc13ae03cdfd5bab,1000
Tablet,Retailer 5,yes,1.33,3,UPS,Route 35,65046f7afc13ae03cdfd5bac,650
Phone,Retailer 1,yes,2.06,4,UPS,Route 36,65046f7afc13ae03cdfd5bad,600
Laptop,Retailer 6,yes,2.03,4,FedX,Route 34,65046f7afc13ae03cdfd5bae,1100
Tablet,Retailer 5,yes,1.87,3,UPS,Route 31,65046f7afc13ae03cdfd5baf,650
Phone,Retailer 6,yes,0.46,2,FedX,Route 31,65046f7afc13ae03cdfd5bb0,590
Laptop,Retailer 4,yes,2.07,5,UPS,Route 31,65046f7afc13ae03cdfd5bb1,1400
Tablet,Retailer 4,yes,0.76,1,FedX,Route 31,65046f7afc13ae03cdfd5bb2,1000
Phone,Retailer 5,yes,2.6,3,UPS,Route 34,65046f7afc13ae03cdfd5bb3,600
Laptop,Retailer 5,yes,0.26,3,FedX,Route 36,65046f7afc13ae03cdfd5bb4,1000
Tablet,Retailer 1,yes,1.3,5,FedX,Route 35,65046f7afc13ae03cdfd5bb5,800
Phone,Retailer 5,yes,0.62,3,UPS,Route 33,65046f7afc13ae03cdfd5bb6,600
Laptop,Retailer 5,yes,0.93,2,FedX,Route 35,65046f7afc13ae03cdfd5bb7,1000
Tablet,Retailer 1,yes,2.29,1,UPS,Route 31,65046f7afc13ae03cdfd5bb8,800
Phone,Retailer 4,yes,1.97,3,FedX,Route 33,65046f7afc13ae03cdfd5bb9,700
Laptop,Retailer 5,yes,2.79,5,UPS,Route 35,65046f7afc13ae03cdfd5bba,1000
Tablet,Retailer 4,yes,2.94,2,FedX,Route 35,65046f7afc13ae03cdfd5bbb,1000
Phone,Retailer 3,yes,1.78,5,FedX,Route 33,65046f7afc13ae03cdfd5bbc,650
Laptop,Retailer 4,yes,2.68,1,FedX,Route 36,65046f7afc13ae03cdfd5bbd,1400
Tablet,Retailer 4,yes,2.21,5,FedX,Route 35,65046f7afc13ae03cdfd5bbe,1000
Phone,Retailer 1,yes,0.27,2,UPS,Route 36,65046f7afc13ae03cdfd5bbf,600
Laptop,Retailer 5,yes,1.56,3,UPS,Route 32,65046f7afc13ae03cdfd5bc0,1000
Tablet,Retailer 1,yes,1.64,4,FedX,Route 36,65046f7afc13ae03cdfd5bc1,800
Phone,Retailer 6,yes,2.73,4,FedX,Route 32,65046f7afc13ae03cdfd5bc2,590
Laptop,Retailer 3,yes,1.93,5,UPS,Route 31,65046f7afc13ae03cdfd5bc3,1200
Tablet,Retailer 2,yes,1.37,2,FedX,Route 31,65046f7afc13ae03cdfd5bc4,800
Phone,Retailer 5,yes,2.79,3,UPS,Route 32,65046f7afc13ae03cdfd5bc5,600
Laptop,Retailer 4,no,0.97,4,FedX,Route 35,65046f7afc13ae03cdfd5bc6,1400
Tablet,Retailer 5,yes,0.25,4,FedX,Route 32,65046f7afc13ae03cdfd5bc7,650
Phone,Retailer 3,yes,2.88,5,FedX,Route 32,65046f7afc13ae03cdfd5bc8,650
Laptop,Retailer 2,yes,0.15,3,UPS,Route 31,65046f7afc13ae03cdfd5bc9,1000
Tablet,Retailer 5,yes,2.65,4,UPS,Route 31,65046f7afc13ae03cdfd5bca,650
Phone,Retailer 3,yes,2.25,5,FedX,Route 33,65046f7afc13ae03cdfd5bcb,650
Laptop,Retailer 4,yes,0.92,4,FedX,Route 35,65046f7afc13ae03cdfd5bcc,1400
Tablet,Retailer 1,yes,2.28,1,UPS,Route 34,65046f7afc13ae03cdfd5bcd,800
Phone,Retailer 1,yes,0.38,3,FedX,Route 36,65046f7afc13ae03cdfd5bce,600
Laptop,Retailer 2,yes,1.91,1,FedX,Route 35,65046f7afc13ae03cdfd5bcf,1000
Tablet,Retailer 5,yes,2.75,3,FedX,Route 33,65046f7afc13ae03cdfd5bd0,650
Phone,Retailer 1,yes,0.25,3,UPS,Route 35,65046f7afc13ae03cdfd5bd1,600
Laptop,Retailer 1,yes,0.9,2,FedX,Route 35,65046f7afc13ae03cdfd5bd2,1070
Tablet,Retailer 4,yes,0.91,3,FedX,Route 32,65046f7afc13ae03cdfd5bd3,1000
Phone,Retailer 5,yes,1.22,5,FedX,Route 36,65046f7afc13ae03cdfd5bd4,600
Laptop,Retailer 6,yes,0.06,1,UPS,Route 36,65046f7afc13ae03cdfd5bd5,1100
Tablet,Retailer 5,yes,2.42,4,UPS,Route 36,65046f7afc13ae03cdfd5bd6,650
Phone,Retailer 2,no,2.63,3,UPS,Route 36,65046f7afc13ae03cdfd5bd7,620
Laptop,Retailer 6,yes,2.24,3,UPS,Route 32,65046f7afc13ae03cdfd5bd8,1100
Tablet,Retailer 5,yes,0.3,5,UPS,Route 33,65046f7afc13ae03cdfd5bd9,650
Phone,Retailer 5,yes,0.17,2,UPS,Route 33,65046f7afc13ae03cdfd5bda,600
Laptop,Retailer 2,yes,0.83,2,UPS,Route 31,65046f7afc13ae03cdfd5bdb,1000
Tablet,Retailer 4,yes,0.79,2,FedX,Route 35,65046f7afc13ae03cdfd5bdc,1000
Phone,Retailer 4,yes,1.66,2,FedX,Route 35,65046f7afc13ae03cdfd5bdd,700
Laptop,Retailer 6,yes,1.6,1,FedX,Route 35,65046f7afc13ae03cdfd5bde,1100
Tablet,Retailer 5,yes,1.69,1,FedX,Route 32,65046f7afc13ae03cdfd5bdf,650
Phone,Retailer 3,yes,0.82,1,UPS,Route 35,65046f7afc13ae03cdfd5be0,650
Laptop,Retailer 4,yes,1.72,3,FedX,Route 33,65046f7afc13ae03cdfd5be1,1400
Tablet,Retailer 2,yes,1.86,5,FedX,Route 32,65046f7afc13ae03cdfd5be2,800
Phone,Retailer 5,yes,0.92,5,FedX,Route 34,65046f7afc13ae03cdfd5be3,600
Laptop,Retailer 3,no,1.03,4,UPS,Route 32,65046f7afc13ae03cdfd5be4,1200
Tablet,Retailer 3,yes,2.37,2,UPS,Route 34,65046f7afc13ae03cdfd5be5,700
Phone,Retailer 1,yes,1.65,3,FedX,Route 31,65046f7afc13ae03cdfd5be6,600
Laptop,Retailer 4,yes,2.46,3,FedX,Route 36,65046f7afc13ae03cdfd5be7,1400
Tablet,Retailer 6,yes,1.01,3,FedX,Route 32,65046f7afc13ae03cdfd5be8,820
Phone,Retailer 1,yes,0.79,4,FedX,Route 35,65046f7afc13ae03cdfd5be9,600
Laptop,Retailer 3,yes,2.32,2,FedX,Route 36,65046f7afc13ae03cdfd5bea,1200
Tablet,Retailer 2,yes,0.48,4,UPS,Route 33,65046f7afc13ae03cdfd5beb,800
Phone,Retailer 5,yes,0.24,1,FedX,Route 32,65046f7afc13ae03cdfd5bec,600
Laptop,Retailer 5,yes,0.17,5,UPS,Route 35,65046f7afc13ae03cdfd5bed,1000
Tablet,Retailer 6,yes,0.01,2,UPS,Route 34,65046f7afc13ae03cdfd5bee,820
Phone,Retailer 6,yes,2.33,1,FedX,Route 32,65046f7afc13ae03cdfd5bef,590
Laptop,Retailer 6,no,1.51,4,UPS,Route 35,65046f7afc13ae03cdfd5bf0,1100
Tablet,Retailer 4,yes,0.37,3,UPS,Route 36,65046f7afc13ae03cdfd5bf1,1000
Phone,Retailer 2,yes,2.18,2,FedX,Route 31,65046f7afc13ae03cdfd5bf2,620
Laptop,Retailer 1,yes,2.2,4,FedX,Route 31,65046f7afc13ae03cdfd5bf3,1070
Tablet,Retailer 1,yes,2.84,3,UPS,Route 32,65046f7afc13ae03cdfd5bf4,800
Phone,Retailer 1,yes,1.42,5,FedX,Route 36,65046f7afc13ae03cdfd5bf5,600
Laptop,Retailer 2,yes,2.29,2,FedX,Route 34,65046f7afc13ae03cdfd5bf6,1000
Tablet,Retailer 4,yes,0.94,4,FedX,Route 36,65046f7afc13ae03cdfd5bf7,1000
Phone,Retailer 4,yes,0.72,5,UPS,Route 33,65046f7afc13ae03cdfd5bf8,700
Laptop,Retailer 6,yes,0.27,4,FedX,Route 35,65046f7afc13ae03cdfd5bf9,1100
Tablet,Retailer 1,yes,0.64,4,UPS,Route 35,65046f7afc13ae03cdfd5bfa,800
Phone,Retailer 5,yes,2.01,3,FedX,Route 33,65046f7afc13ae03cdfd5bfb,600
Laptop,Retailer 4,yes,1.1,1,FedX,Route 34,65046f7afc13ae03cdfd5bfc,1400
Tablet,Retailer 3,yes,0.47,2,UPS,Route 33,65046f7afc13ae03cdfd5bfd,700
Phone,Retailer 2,yes,0.42,4,UPS,Route 35,65046f7afc13ae03cdfd5bfe,620
Laptop,Retailer 5,yes,1.88,1,UPS,Route 35,65046f7afc13ae03cdfd5bff,1000
Tablet,Retailer 5,yes,2.76,1,FedX,Route 31,65046f7afc13ae03cdfd5c00,650
Phone,Retailer 4,yes,2.24,4,UPS,Route 31,65046f7afc13ae03cdfd5c01,700
Laptop,Retailer 2,yes,2.59,5,FedX,Route 32,65046f7afc13ae03cdfd5c02,1000
Tablet,Retailer 6,yes,0.37,2,FedX,Route 36,65046f7afc13ae03cdfd5c03,820
Phone,Retailer 1,yes,1.23,3,FedX,Route 36,65046f7afc13ae03cdfd5c04,600
Laptop,Retailer 6,yes,0.4,5,FedX,Route 33,65046f7afc13ae03cdfd5c05,1100
Tablet,Retailer 3,yes,0.94,5,FedX,Route 32,65046f7afc13ae03cdfd5c06,700
Phone,Retailer 4,yes,3.0,2,UPS,Route 33,65046f7afc13ae03cdfd5c07,700
Laptop,Retailer 2,yes,2.07,4,UPS,Route 31,65046f7afc13ae03cdfd5c08,1000
Tablet,Retailer 6,yes,2.31,3,FedX,Route 35,65046f7afc13ae03cdfd5c09,820
Phone,Retailer 6,yes,1.35,4,UPS,Route 31,65046f7afc13ae03cdfd5c0a,590
Laptop,Retailer 2,yes,0.86,4,FedX,Route 34,65046f7afc13ae03cdfd5c0b,1000
Tablet,Retailer 4,yes,0.4,4,FedX,Route 35,65046f7afc13ae03cdfd5c0c,1000
Phone,Retailer 1,yes,2.84,1,UPS,Route 35,65046f7afc13ae03cdfd5c0d,600
Laptop,Retailer 6,yes,0.63,2,UPS,Route 32,65046f7afc13ae03cdfd5c0e,1100
Tablet,Retailer 1,yes,2.83,1,UPS,Route 35,65046f7afc13ae03cdfd5c0f,800
Phone,Retailer 3,yes,2.05,2,FedX,Route 34,65046f7afc13ae03cdfd5c10,650
Laptop,Retailer 6,yes,0.17,1,UPS,Route 35,65046f7afc13ae03cdfd5c11,1100
Tablet,Retailer 5,yes,0.63,1,FedX,Route 35,65046f7afc13ae03cdfd5c12,650
Phone,Retailer 2,yes,0.73,5,UPS,Route 34,65046f7afc13ae03cdfd5c13,620
Laptop,Retailer 1,yes,2.96,4,FedX,Route 33,65046f7afc13ae03cdfd5c14,1070
Tablet,Retailer 2,yes,2.74,3,FedX,Route 32,65046f7afc13ae03cdfd5c15,800
Phone,Retailer 1,yes,0.45,5,UPS,Route 36,65046f7afc13ae03cdfd5c16,600
Laptop,Retailer 1,yes,0.83,4,FedX,Route 34,65046f7afc13ae03cdfd5c17,1070
Tablet,Retailer 5,yes,0.95,1,UPS,Route 36,65046f7afc13ae03cdfd5c18,650
Phone,Retailer 2,yes,2.02,2,UPS,Route 33,65046f7afc13ae03cdfd5c19,620
Laptop,Retailer 5,yes,2.19,1,FedX,Route 35,65046f7afc13ae03cdfd5c1a,1000
Tablet,Retailer 5,yes,2.6,2,FedX,Route 36,65046f7afc13ae03cdfd5c1b,650
Phone,Retailer 3,yes,1.9,1,FedX,Route 34,65046f7afc13ae03cdfd5c1c,650
Laptop,Retailer 3,yes,0.38,2,FedX,Route 33,65046f7afc13ae03cdfd5c1d,1200
Tablet,Retailer 5,yes,0.65,4,UPS,Route 35,65046f7afc13ae03cdfd5c1e,650
Phone,Retailer 1,yes,2.09,3,FedX,Route 31,65046f7afc13ae03cdfd5c1f,600
Laptop,Retailer 3,no,1.68,4,UPS,Route 33,65046f7afc13ae03cdfd5c20,1200
Tablet,Retailer 4,yes,2.07,5,UPS,Route 36,65046f7afc13ae03cdfd5c21,1000
Phone,Retailer 2,yes,1.41,4,UPS,Route 32,65046f7afc13ae03cdfd5c22,620
Laptop,Retailer 6,no,2.61,2,FedX,Route 31,65046f7afc13ae03cdfd5c23,1100
Tablet,Retailer 5,yes,0.0,4,UPS,Route 33,65046f7afc13ae03cdfd5c24,650
Phone,Retailer 3,yes,1.55,5,FedX,Route 36,65046f7afc13ae03cdfd5c25,650
Laptop,Retailer 6,yes,1.82,4,UPS,Route 35,65046f7afc13ae03cdfd5c26,1100
Tablet,Retailer 4,yes,1.38,2,UPS,Route 32,65046f7afc13ae03cdfd5c27,1000
Phone,Retailer 1,yes,0.47,2,FedX,Route 36,65046f7afc13ae03cdfd5c28,600
Laptop,Retailer 3,yes,1.34,3,UPS,Route 31,65046f7afc13ae03cdfd5c29,1200
Tablet,Retailer 1,yes,1.91,4,UPS,Route 36,65046f7afc13ae03cdfd5c2a,800
Phone,Retailer 6,yes,1.32,4,FedX,Route 35,65046f7afc13ae03cdfd5c2b,590
Laptop,Retailer 1,yes,2.26,2,FedX,Route 31,65046f7afc13ae03cdfd5c2c,1070
Tablet,Retailer 1,yes,2.37,3,FedX,Route 36,65046f7afc13ae03cdfd5c2d,800
Phone,Retailer 3,yes,1.17,3,FedX,Route 36,65046f7afc13ae03cdfd5c2e,650
Laptop,Retailer 5,yes,1.25,4,UPS,Route 32,65046f7afc13ae03cdfd5c2f,1000
Tablet,Retailer 5,yes,1.98,4,FedX,Route 31,65046f7afc13ae03cdfd5c30,650
Phone,Retailer 1,yes,2.1,5,FedX,Route 32,65046f7afc13ae03cdfd5c31,600
Laptop,Retailer 6,yes,0.31,1,UPS,Route 36,65046f7afc13ae03cdfd5c32,1100
Tablet,Retailer 1,yes,1.58,5,FedX,Route 32,65046f7afc13ae03cdfd5c33,800
Phone,Retailer 1,yes,1.22,1,FedX,Route 34,65046f7afc13ae03cdfd5c34,600
Laptop,Retailer 1,yes,1.77,4,UPS,Route 31,65046f7afc13ae03cdfd5c35,1070
Tablet,Retailer 1,yes,2.73,1,FedX,Route 33,65046f7afc13ae03cdfd5c36,800
Phone,Retailer 4,yes,1.5,3,UPS,Route 33,65046f7afc13ae03cdfd5c37,700
Laptop,Retailer 3,yes,2.97,1,FedX,Route 33,65046f7afc13ae03cdfd5c38,1200
Tablet,Retailer 6,yes,1.59,3,FedX,Route 34,65046f7afc13ae03cdfd5c39,820
Phone,Retailer 2,yes,0.76,5,FedX,Route 33,65046f7afc13ae03cdfd5c3a,620
Laptop,Retailer 1,yes,0.68,4,UPS,Route 33,65046f7afc13ae03cdfd5c3b,1070
Tablet,Retailer 6,yes,0.89,2,UPS,Route 34,65046f7afc13ae03cdfd5c3c,820
Phone,Retailer 1,yes,2.87,4,FedX,Route 33,65046f7afc13ae03cdfd5c3d,600
Laptop,Retailer 5,yes,1.69,5,FedX,Route 35,65046f7afc13ae03cdfd5c3e,1000
Tablet,Retailer 5,yes,1.57,1,UPS,Route 31,65046f7afc13ae03cdfd5c3f,650
Phone,Retailer 2,no,1.47,5,FedX,Route 31,65046f7afc13ae03cdfd5c40,620
Laptop,Retailer 4,yes,1.55,1,FedX,Route 34,65046f7afc13ae03cdfd5c41,1400
Tablet,Retailer 4,yes,2.61,4,FedX,Route 36,65046f7afc13ae03cdfd5c42,1000
Phone,Retailer 6,no,0.5,2,FedX,Route 34,65046f7afc13ae03cdfd5c43,590
Laptop,Retailer 3,yes,2.52,4,FedX,Route 33,65046f7afc13ae03cdfd5c44,1200
Tablet,Retailer 4,yes,2.73,4,FedX,Route 35,65046f7afc13ae03cdfd5c45,1000
Phone,Retailer 6,yes,2.01,4,UPS,Route 32,65046f7afc13ae03cdfd5c46,590
Laptop,Retailer 1,yes,1.45,2,UPS,Route 35,65046f7afc13ae03cdfd5c47,1070
Tablet,Retailer 3,yes,1.1,1,FedX,Route 33,65046f7afc13ae03cdfd5c48,700
Phone,Retailer 2,yes,1.55,5,UPS,Route 33,65046f7afc13ae03cdfd5c49,620
Laptop,Retailer 1,yes,2.73,4,FedX,Route 36,65046f7afc13ae03cdfd5c4a,1070
Tablet,Retailer 2,yes,0.51,1,FedX,Route 32,65046f7afc13ae03cdfd5c4b,800
Phone,Retailer 2,yes,1.65,3,UPS,Route 34,65046f7afc13ae03cdfd5c4c,620
Laptop,Retailer 2,yes,1.45,1,UPS,Route 31,65046f7afc13ae03cdfd5c4d,1000
Tablet,Retailer 3,yes,2.84,1,FedX,Route 36,65046f7afc13ae03cdfd5c4e,700
Phone,Retailer 2,yes,2.89,2,FedX,Route 34,65046f7afc13ae03cdfd5c4f,620
Laptop,Retailer 3,yes,1.09,4,UPS,Route 36,65046f7afc13ae03cdfd5c50,1200
Tablet,Retailer 5,yes,0.29,5,UPS,Route 35,65046f7afc13ae03cdfd5c51,650
Phone,Retailer 3,yes,0.92,2,UPS,Route 34,65046f7afc13ae03cdfd5c52,650
Laptop,Retailer 3,yes,2.22,4,UPS,Route 31,65046f7afc13ae03cdfd5c53,1200
Tablet,Retailer 3,yes,0.94,5,FedX,Route 36,65046f7afc13ae03cdfd5c54,700
Phone,Retailer 6,yes,2.49,5,UPS,Route 32,65046f7afc13ae03cdfd5c55,590
Laptop,Retailer 5,yes,1.08,2,UPS,Route 32,65046f7afc13ae03cdfd5c56,1000
Tablet,Retailer 3,yes,2.43,3,FedX,Route 32,65046f7afc13ae03cdfd5c57,700
Phone,Retailer 3,yes,1.66,2,UPS,Route 35,65046f7afc13ae03cdfd5c58,650
Laptop,Retailer 2,yes,1.99,1,UPS,Route 34,65046f7afc13ae03cdfd5c59,1000
Tablet,Retailer 6,yes,2.54,5,FedX,Route 32,65046f7afc13ae03cdfd5c5a,820
Phone,Retailer 1,yes,0.47,4,UPS,Route 31,65046f7afc13ae03cdfd5c5b,600
Laptop,Retailer 6,yes,0.32,5,UPS,Route 34,65046f7afc13ae03cdfd5c5c,1100
Tablet,Retailer 6,yes,0.12,3,FedX,Route 35,65046f7afc13ae03cdfd5c5d,820
Phone,Retailer 4,yes,0.35,4,FedX,Route 36,65046f7afc13ae03cdfd5c5e,700
Laptop,Retailer 2,yes,1.22,2,UPS,Route 35,65046f7afc13ae03cdfd5c5f,1000
Tablet,Retailer 6,yes,2.17,5,FedX,Route 36,65046f7afc13ae03cdfd5c60,820
Phone,Retailer 2,yes,0.74,5,UPS,Route 31,65046f7afc13ae03cdfd5c61,620
Laptop,Retailer 4,yes,1.09,3,FedX,Route 33,65046f7afc13ae03cdfd5c62,1400
Tablet,Retailer 4,yes,1.77,4,FedX,Route 34,65046f7afc13ae03cdfd5c63,1000
Phone,Retailer 4,yes,0.57,3,FedX,Route 33,65046f7afc13ae03cdfd5c64,700
Laptop,Retailer 5,yes,2.31,2,FedX,Route 31,65046f7afc13ae03cdfd5c65,1000
Tablet,Retailer 6,yes,1.81,1,FedX,Route 33,65046f7afc13ae03cdfd5c66,820
Phone,Retailer 3,yes,1.65,5,UPS,Route 33,65046f7afc13ae03cdfd5c67,650
Laptop,Retailer 3,yes,2.23,4,FedX,Route 34,65046f7afc13ae03cdfd5c68,1200
Tablet,Retailer 2,yes,2.95,2,UPS,Route 36,65046f7afc13ae03cdfd5c69,800
Phone,Retailer 1,yes,1.43,5,FedX,Route 35,65046f7afc13ae03cdfd5c6a,600
Laptop,Retailer 1,yes,2.7,5,FedX,Route 33,65046f7afc13ae03cdfd5c6b,1070
Tablet,Retailer 3,yes,2.52,1,UPS,Route 32,65046f7afc13ae03cdfd5c6c,700
Phone,Retailer 2,yes,2.48,3,FedX,Route 34,65046f7afc13ae03cdfd5c6d,620
Laptop,Retailer 2,yes,0.83,4,UPS,Route 34,65046f7afc13ae03cdfd5c6e,1000
Tablet,Retailer 6,no,2.75,4,FedX,Route 33,65046f7afc13ae03cdfd5c6f,820
Phone,Retailer 1,yes,1.07,5,FedX,Route 34,65046f7afc13ae03cdfd5c70,600
Laptop,Retailer 5,yes,0.22,4,UPS,Route 33,65046f7afc13ae03cdfd5c71,1000
Tablet,Retailer 6,yes,2.2,1,UPS,Route 32,65046f7afc13ae03cdfd5c72,820
Phone,Retailer 3,yes,1.14,3,UPS,Route 34,65046f7afc13ae03cdfd5c73,650
Laptop,Retailer 2,yes,1.02,5,FedX,Route 31,65046f7afc13ae03cdfd5c74,1000
Tablet,Retailer 6,yes,0.91,3,UPS,Route 33,65046f7afc13ae03cdfd5c75,820
Phone,Retailer 3,yes,2.03,5,FedX,Route 35,65046f7afc13ae03cdfd5c76,650
Laptop,Retailer 3,yes,1.88,4,FedX,Route 35,65046f7afc13ae03cdfd5c77,1200
Tablet,Retailer 3,yes,1.33,1,UPS,Route 35,65046f7afc13ae03cdfd5c78,700
Phone,Retailer 5,yes,0.19,1,UPS,Route 31,65046f7afc13ae03cdfd5c79,600
Laptop,Retailer 6,yes,2.32,1,FedX,Route 32,65046f7afc13ae03cdfd5c7a,1100
Tablet,Retailer 6,yes,0.06,2,FedX,Route 35,65046f7afc13ae03cdfd5c7b,820
Phone,Retailer 6,yes,0.93,5,FedX,Route 33,65046f7afc13ae03cdfd5c7c,590
Laptop,Retailer 5,yes,1.51,2,UPS,Route 32,65046f7afc13ae03cdfd5c7d,1000
Tablet,Retailer 5,yes,2.3,4,UPS,Route 31,65046f7afc13ae03cdfd5c7e,650
